"sfdc_id","community_name","enabled","num_lang","num_feat","case_count","platinum_support","gold_support","silver_support","account_total_arr","private_community"
"a0C00000003NZKy","Fyusion, Inc LSW",1,1,0,0,0,1,0,15000,0
"a0C00000003NnOz","Microsoft Azure",1,1,6,0,1,0,0,1269708,0
"a0C00000003NnS2","Square, Inc.",1,1,6,0,0,1,0,250000,0
"a0C00000003NnTK","Google Local Guides",1,1,5,0,1,0,0,1812000,0
"a0C00000003NnYr","Lycamobile UK Limited",1,34,5,0,0,1,0,150000,0
"a0C00000003Nnfr","Visma Group",1,1,4,0,1,0,0,433119.81,0
"a0C00000003MqwR","Blizzard Entertainment LSW",0,1,0,0,0,1,0,170832.5,0
"a0C00000003NnhY","American Honda Motor Co Inc",1,1,4,0,1,0,0,100000,0
"a0C00000003Nnmw","Barclaycard US Support Community",1,1,6,0,1,0,0,415624,0
"a0C00000003Nnvr","Assurant Inc",1,1,4,0,0,1,0,133333.33,0
"a0C00000003No0W","HDFC Ergo (Consus Global Pte.Ltd)",1,1,4,0,0,1,0,48743.53,0
"a0C00000003Msyp","Quicken Loans LSW",0,1,0,0,0,0,1,180032.49,0
"a0C00000003No8F","Qualfon LSW",0,1,0,0,0,0,0,180032.49,0
"a0C00000003NoET","HDFC Ergo LSW (Consus Global Pte.Ltd)",1,1,0,0,0,1,0,48743.53,0
"a0C00000003NoKC","Pricelinecom Incorporated LSW",0,1,0,0,0,0,0,187289,0
"a0C00000003NoQv","Webroot LSW",1,1,0,0,0,1,0,225000,0
"a0C00000003Noa0","Aspect Ocular LSW",1,1,0,0,0,1,0,561818,0
"a0C61000003AEYf","Orange Polska",1,2,6,0,0,0,0,180032.49,0
"a0C61000003Amiw","Infiniti Retail Croma Community (Consus Global)",1,1,4,0,0,0,0,37191,0
"a0C610000037k5u","Avaya Inc LSW Trial",1,1,0,0,0,0,0,194545.51,0
"a0C61000002Q1CA","Ticketnetwork LSW",0,1,0,0,0,0,0,416000,0
"a0C610000037swL","10X Genomics",1,1,7,0,0,1,0,109201,0
"a0C61000003876q","Yahoo! Community",1,1,4,0,0,1,0,411000,0
