"sfdc_id","community_name","enabled","num_lang","num_feat","case_count","platinum_support","gold_support","silver_support","account_total_arr","private_community"
"a0C00000002Snz1","eBay #14 India-IN",1,1,6,1,1,0,0,1854000,0
"a0C00000002TBsG","Convio LSW (Blackbaud)",0,1,0,10,0,1,0,180032.49,0
"a0C00000002hkBp","Ipsos #89 - Coast Capital Savings Credit Union",1,1,5,4,1,0,0,536796,0
"a0C00000002hldB","AARP LSW",1,1,0,3,0,1,0,494533.33,0
"a0C00000002mVEi","Aspect - Sovereign Bank - LSW - Santander North America",1,1,0,16,0,1,0,561818,0
"a0C00000002mkH4","Aspect - Contact Center America LSW",1,1,0,1,0,1,0,561818,0
"a0C00000002mqBN","Trend Micro LSW",0,1,0,2,0,1,0,175302.65,0
"a0C00000002mqBX","ATT Dev2",0,1,1,16,1,0,0,837809,0
"a0C00000002mxgC","Lithium ecohaus LSW (Lithium Demo Instance)",1,29,2,1,1,0,0,175605.3,0
"a0C00000002n3J3","Toshiba LSW",1,1,0,4,0,1,0,267120,0
"a0C00000002n3JD","Petco LSW",1,1,0,37,0,1,0,364880,0
"a0C00000002n5Fe","Sane Community",1,1,4,62,0,1,0,44000,0
"a0C00000000V3up","24 Hour Fitness",0,1,5,178,0,0,0,174937.5,0
"a0C00000000V63M","Avanex",1,3,1,42,0,1,0,193399.7,0
"a0C00000000V8hO","Skype - Developer",0,1,5,88,1,0,0,1253729,0
"a0C00000001NVCC","General Motors - AC Delco",1,1,2,40,0,1,0,148180,0
"a0C00000002dwLZ","Axiom Telecom Community #1 (Shifra)",0,1,4,12,0,1,0,171121.365,0
"a0C00000002dwLe","Axiom Telecom Community #2 (Shifra)",0,1,4,26,0,1,0,174875,0
"a0C00000002dwLo","Axiom Telecom LSW (Shifra)",0,1,0,13,0,1,0,174937.5,0
"a0C00000002oKTC","Shifra Deniz Bank LSW",1,1,0,37,0,1,0,28000,0
"a0C00000002oKTC","Shifra Deniz Bank LSW",1,1,0,37,0,1,0,28000,0
"a0C00000002xPiU","Sutherland - Western Digital LSW End User",1,1,0,12,0,1,0,96078,0
"a0C00000002xZQ4","Upwork Inc.",1,1,3,94,0,1,0,123000,0
"a0C00000003N7bL","Royal Bank of Scotland BizCrowd",1,1,6,8,1,0,0,1054365.15,0
"a0C00000003NgoI","Vox Telecom LSW",1,1,0,2,0,0,0,14705,0
"a0C00000003Nhhi","Advent Software, Inc. LSW",0,1,0,1,1,0,0,346111,0
"a0C00000000Dfxr","Filemaker (Bento)",0,1,0,1,0,0,0,176438.01,0
"a0C00000000Dfyk","Dell Brazil",0,1,1,1,0,0,0,180000,0
"a0C00000000VBWe","Cincinnati Bell",0,1,3,25,0,0,0,182380.49,0
"a0C00000002e353","BT Group LSW",0,1,0,8,1,0,0,380337.5,0
"a0C00000002e9dp","Northwestern Memorial Hospital Community",0,1,1,7,0,1,0,180032.49,0
"a0C00000002oMgz","TaylorMade",1,1,4,1,0,1,0,120000,0
"a0C00000002oMhd","IRENA",1,1,4,18,0,1,0,50000,0
"a0C00000002y1LK","Microsoft Corp LSW",1,1,0,5,1,0,0,1269708,0
"a0C00000003Ni15","Go Daddy Software, Inc.",1,1,4,3,0,1,0,300360,0
"a0C00000003NiKo","Ipsos #110 (Canada)",1,1,4,6,1,0,0,536796,0
"a0C00000000Dfyq","Future Shop - French",1,1,4,83,0,1,0,305000,0
"a0C00000000VEZl","HP Brand Community",0,1,2,10,0,0,0,180000,0
"a0C00000003NZcI","Wine Community dev",0,1,7,1,0,0,0,174875,0
"a0C00000003NjgB","Skype Technologies Responsive Beta",1,11,5,1,1,0,0,1253729,0
"a0C00000003NjjZ","GrabTaxi LSW",1,1,0,3,0,1,0,78286,0
"a0C00000000WKsq","NTTCom",0,1,4,152,0,1,0,175605.3,0
"a0C00000001vqkw","Freesat",0,1,2,10,0,1,0,0.44,0
"a0C00000002eLcF","Webcentral Community",0,1,4,3,0,1,0,180000,0
"a0C00000002eRoV","Ipsos #87 Google",1,1,5,40,1,0,0,536796,0
"a0C00000002oMjA","America Movil - Embratel Brasil",1,1,4,16,0,1,0,494822.13,0
"a0C00000003Njzb","BNP Paribas S.A. Niederlassung Deutschland LSW",1,1,0,1,0,1,0,465941.11,0
"a0C00000000Dg3a","Freescale",0,1,0,18,0,0,0,177802.65,0
"a0C00000000h7jk","Macy's",0,1,3,152,1,0,0,175605.3,0
"a0C00000000hHXR","HP SMB Central",0,1,1,14,0,0,0,177802.65,0
"a0C00000002oNZW","Orange Espana Amena",1,1,2,12,0,1,0,351210.6,0
"a0C00000002oNyI","NetSuite Inc.LSW",1,1,0,2,0,1,0,70000,0
"a0C00000002oVNh","EA - Internal Developer Community",0,1,2,12,0,1,0,515830,0
"a0C00000002umNb","Canon LSW",1,1,0,21,0,1,0,347730,0
"a0C00000003NZj7","Alteryx LSW",1,1,0,2,0,1,0,140000,0
"a0C00000003NZjW","AMP Services Ltd",1,1,2,3,0,1,0,38698.78,0
"a0C00000003NktG","PhishMe",1,1,4,4,0,1,0,175000,0
"a0C00000003Nlnx","Upwork Inc. LSW",1,1,0,1,0,1,0,123000,0
"a0C00000000EDuI","HP Consumer Support Forums - Korean",1,2,1,262,1,0,0,1901958,0
"a0C00000000hVqn","Semana 2 - Plan B",0,2,3,8,0,0,0,182380.49,0
"a0C00000000hVqs","Semana 3 - Comunidad Semana",0,2,3,28,0,0,0,183193.42,0
"a0C00000000hVqx","Semana - Semana Blog",0,1,3,13,0,0,0,183228.59,0
"a0C00000000hVr2","Semana - Soho",0,2,3,11,0,0,0,183263.76,0
"a0C00000000hVr7","Semana - Dinero",0,1,3,19,0,0,0,183263.76,0
"a0C00000000hVrb","Semana 8 Finanzaspersonales",0,2,3,26,0,0,0,183263.76,0
"a0C00000000hVrg","Cocina",0,2,3,30,0,0,0,185000,0
"a0C00000001ySNi","Ipsos #75 - HomeCleanHome.com",1,1,5,71,1,0,0,536796,0
"a0C00000001zcGL","Ipsos #76 - Tesco (Shopper Thoughts)",1,1,5,18,1,0,0,536796,0
"a0C00000002uyCj","Stella and Dot",0,1,8,16,0,0,1,183263.76,0
"a0C00000002oYOH","Electronic Arts LSW",1,1,0,86,0,1,0,515830,0
"a0C00000003NZjb","H&R Block - Internal Community",1,1,4,3,0,1,0,327610,1
"a0C00000003Nlok","Sitel-Phillippines-hr LSW",1,1,0,1,0,1,0,180000,0
"a0C00000000EDc3","Meredith Corp - BHG",0,1,2,56,0,1,0,93500,0
"a0C00000000EDzD","AAA Outdoor Junkies",0,1,1,3,0,0,0,187982,0
"a0C00000000EFAt","HP Support Guru",0,1,0,25,0,0,0,189775.8,0
"a0C00000000hVrl","Semana 9 (RevistaFucsia)",0,2,3,10,0,0,0,189775.8,0
"a0C00000000hVrq","Semana 10 Jetset",0,2,3,17,0,0,0,191993.165,0
"a0C00000000jO0T","Vodafone Australia Internal",0,1,4,16,1,0,0,116163.4,0
"a0C000000020wbp","Big Fish Games",0,1,2,30,0,1,0,194545.51,0
"a0C000000021qS3","Seagate",0,1,2,16,0,1,0,194545.51,0
"a0C000000022Eom","Ipsos #77 - Merck",1,1,5,42,1,0,0,536796,0
"a0C000000022b8h","Simple Mobile - B2C",0,1,7,10,0,1,0,194545.51,0
"a0C00000003NZlH","SteelBrick",1,1,4,11,0,1,0,95000,1
"a0C00000003NZlb","Palo Alto Networks LSW",1,1,0,1,1,0,0,421000,0
"a0C00000000DgDB","CyberSource",0,1,0,8,0,1,0,44545,0
"a0C00000000jO0d","InVision",0,5,5,101,0,0,0,0.36,0
"a0C00000000oy5l","Bombardier Evinrude Community",1,1,3,84,0,1,0,358000,0
"a0C00000000pAyf","HP Input Output Community",0,1,1,87,0,0,0,195000,0
"a0C000000023AUr","Canon USA",1,1,3,58,0,1,0,347730,0
"a0C000000023NOn","Xfactor - Fox",0,1,3,14,1,0,0,195000,0
"a0C00000002uyCy","XXXLutz Germany",1,1,4,11,0,1,0,211390.74,0
"a0C00000003NZoB","Microsoft Corp BI LSW",1,1,0,1,1,0,0,1269708,0
"a0C00000003NaBf","Bell Canada LSW",1,1,0,13,0,1,0,88000,0
"a0C00000000DgDf","iRobot Home",0,1,0,5,0,0,0,195112.84,0
"a0C00000000DgDk","iRobot Create",0,1,0,3,0,0,0,195179.92,0
"a0C00000000ENJX","Sophos - Free Tools",0,1,1,20,0,1,0,195247,0
"a0C00000000q8Lb","Alloy Inc",0,1,4,36,0,0,0,195666.67,0
"a0C00000001B3a1","Ipsos #44 - Argos",0,1,4,4,1,0,0,536796,0
"a0C00000002v2Mq","Bank of New Zealand",1,1,2,53,0,1,0,195000,0
"a0C00000002v2N5","Volia Limited LSW",1,1,1,19,0,1,0,291938.83,0
"a0C00000000DgDu","Linksys - Spanish",0,1,0,1,1,0,0,771788,0
"a0C00000000DgDv","Linksys - French",0,1,0,7,1,0,0,771788,0
"a0C00000000DgDz","Linksys - Italian",0,1,0,1,1,0,0,771788,0
"a0C00000000DgE0","Linksys - German",0,1,0,2,1,0,0,771788,0
"a0C00000000EO5b","Vindicia",0,1,1,9,0,0,0,194545.51,0
"a0C00000000EOYR","Staples - At Work - Internal HR Community",0,1,2,4,0,0,0,194545.51,0
"a0C00000000EOYW","Dice.com",0,1,7,132,0,0,0,194545.51,0
"a0C00000001BWUi","nCircle",0,1,6,86,0,1,0,194545.51,0
"a0C00000001Bbov","Ipsos #47 - Enbridge Gas",1,1,4,10,1,0,0,536796,0
"a0C00000001BqSA","TelefÃÆÃâÃâ Ã¢â¬â¢ÃÆÃ¢â¬Å¡ÃâÃÂ³nica de Argentina Movistar",0,1,5,61,1,0,0,-0.48,0
"a0C00000001BugX","GolinHarris - Corporate Blogs",0,1,2,18,0,1,0,0.04,0
"a0C000000025SHM","Landlord Station",0,1,3,17,0,1,0,195056.42,0
"a0C00000002f9LI","MySpace LSW",0,1,0,4,0,1,0,195112.84,0
"a0C00000002pMNn","Ipsos #91 - My dollars my sense",1,1,4,5,1,0,0,536796,0
"a0C00000002pQQn","Ipsos #92",0,1,4,11,1,0,0,536796,0
"a0C00000002v2NF","Ancestry.com LSW",0,1,3,11,0,1,0,286666.67,0
"a0C00000003NatY","Fox Sports Australia LSW",1,1,0,1,1,0,0,255000,0
"a0C00000003NcEl","Foxtel Presto LSW",1,1,0,1,0,1,0,511400,0
"a0C00000000DgGP","Lombardi",0,1,0,2,0,0,0,187387.9,0
"a0C00000000DgGQ","Sprint - Buzz About Wireless",0,1,0,3,0,0,0,189775.8,0
"a0C00000000EOam","Harvard Publishing Initial Community",0,1,2,19,0,0,0,194210.53,0
"a0C00000000EPIh","Survey Monkey",0,1,3,5,0,0,0,194378.02,0
"a0C00000002v64K","Sony Computer Entertainment America Inc LSW",1,1,0,4,0,1,0,250000,0
"a0C00000002vMl4","Samsung Australia LSW",0,1,0,17,0,0,1,195000,0
"a0C00000003Mxea","Magento, Inc.",1,1,5,22,0,1,0,204000,0
"a0C00000003Nd0L","Move, Inc.",1,1,4,4,0,1,0,185000,0
"a0C00000000EPaK","Rapattoni Corporation",0,1,1,17,0,1,0,194772.755,0
"a0C00000000EPst","Omniture Ideas",1,2,1,29,0,1,0,33600,0
"a0C00000001CtWv","WDS Radioshack",0,1,2,79,0,1,0,194545.51,0
"a0C00000002h2jL","Vodafone Xone",1,1,5,6,1,0,0,1663816,0
"a0C00000002h2ju","Cross Media Interactive LSW",0,1,0,4,0,1,0,30000,0
"a0C00000002h2ju","Cross Media Interactive LSW",1,1,0,4,0,1,0,30000,0
"a0C00000002h7xK","HK Broadband Network (HKBN)",0,1,5,56,1,0,0,194545.51,0
"a0C00000002hAEU","Ipsos #88 Orange",0,1,5,24,1,0,0,536796,0
"a0C00000003Myel","Ipsos #97",1,2,4,7,1,0,0,536796,0
"a0C00000003NeVu","Bank of New Zealand LSW",1,1,0,1,0,1,0,195000,0
"a0C00000000EVWo","Best Buy - RocketFish",1,1,6,33,0,1,0,639000,0
"a0C00000001Cyy6","Ipsos #52 - Nestle (Baby Talk)",1,1,4,9,1,0,0,536796,0
"a0C00000001IJwy","Nissan Infiniti JX",0,1,5,12,0,0,0,183263.76,0
"a0C000000027mMA","Google Advertiser - Polish",1,1,8,47,1,0,0,1812000,0
"a0C00000002vwUO","Medion AG",1,4,2,16,0,0,1,167367.73,0
"a0C00000003MzmO","Ipsos #98",1,2,4,6,1,0,0,536796,0
"a0C00000003MzmT","Ipsos #99",1,2,4,9,1,0,0,536796,0
"a0C00000003N0kx","Ipsos #100",1,2,4,6,1,0,0,536796,0
"a0C00000003NfIn","MLB Advanced Media LSW",0,1,0,2,0,0,0,180032.49,0
"a0C00000000DgPW","SCEA - Ratchet & Clank",0,1,0,6,0,1,0,600728,0
"a0C00000000DgPg","SCEA - SOCOM",0,1,0,26,0,1,0,600728,0
"a0C00000000EWRZ","HP Software Solutions",0,1,4,101,0,0,0,180032.49,0
"a0C00000000EWjx","Meredith - Fitness",0,1,2,7,0,1,0,93500,0
"a0C00000001JAmW","Vodafone Greece",0,1,6,49,1,0,0,1663816,0
"a0C00000001JRqu","Barclaycard  - Innovation",1,1,1,43,1,0,0,415624,0
"a0C00000002YPNl","Weight Watchers LSW (Teletech)",0,1,0,30,1,0,0,180032.49,0
"a0C00000002YPNl","Weight Watchers LSW (Teletech)",0,1,0,30,1,0,0,180032.49,0
"a0C00000002novP","Belkin Corporation",1,1,3,39,0,1,0,324730,0
"a0C00000002novZ","Belkin LSW",1,1,0,89,0,1,0,324730,0
"a0C00000002vyd3","Hewlett-Packard Pronq",0,1,3,41,0,0,0,175240.15,0
"a0C00000003N1cE","Santander UK LSW",1,1,0,42,0,1,0,61730.81,0
"a0C00000003N2vV","Smartfren Telecom LSW",0,1,0,3,1,0,0,175605.3,0
"a0C00000003N3R9","Ipsos #101",1,2,4,22,1,0,0,536796,0
"a0C00000003N3RE","UPC Cablecom LSW",1,4,0,3,0,1,0,371668.65,0
"a0C00000003NfJC","JustFab LSW",1,1,0,2,0,1,0,35000,0
"a0C00000003NfM6","Aspect Land's End LSW",1,1,0,3,0,1,0,561818,0
"a0C00000000DfRb","Daily Show",0,1,2,5,0,0,0,180000,0
"a0C00000000Dgc1","Peachtree",0,1,0,18,0,0,0,180032.49,0
"a0C00000000DgqN","Starz",0,1,2,89,0,0,0,180032.49,0
"a0C00000000EgyH","Slimgenics.com",0,1,2,69,0,1,0,180032.49,0
"a0C00000000EgyI","SlimGenicsHome",0,1,3,27,0,1,0,180032.49,0
"a0C00000000Uj7D","Bank-Fund Staff Federal Credit Union",1,1,4,34,0,1,0,50880,0
"a0C00000001LOU7","NComputing",0,1,3,20,0,1,0,182415.66,0
"a0C00000002wVS7","Ipsos #95",1,1,4,13,1,0,0,536796,0
"a0C00000003N46a","Aspect - Southwest Airlines LSW",1,1,0,20,0,1,0,561818,0
"a0C00000003N4Cj","RMIT",1,1,3,5,0,0,1,98000,0
"a0C00000003NfoS","Zuora",1,1,5,5,0,1,0,166500,0
"a0C00000003Nfoc","Leclerc",1,1,3,1,0,1,0,41189.22,0
"a0C00000000Dfeb","TV Land",0,1,0,3,0,0,0,174875,0
"a0C00000000Dfek","SCEE - Killzone",1,11,1,34,0,1,0,715839.91,0
"a0C00000000Dfel","Coverity",0,1,2,2,0,0,0,174875,0
"a0C00000000Dfep","Symantec - Internal (Read-only)",0,1,0,4,0,1,0,74999.96,0
"a0C00000000UsW7","Barnes& Noble - Nook",0,1,3,3,0,1,0,180000,0
"a0C00000000Uy1w","Marinemax",0,1,3,80,0,0,0,180016.245,0
"a0C00000000V0Nk","Home Depot Garden Club",0,2,5,35,1,0,0,180032.49,0
"a0C00000001Mg4J","Codemasters",0,1,4,40,0,0,0,181567.56,0
"a0C00000002d5hF","Turkcell",1,1,3,58,0,1,0,400236,0
"a0C00000002dhmF","CA Snowshoe Community (Nimsoft)",1,1,5,11,0,1,0,90000,0
"a0C00000002o4TI","Aspect - LSW First Merit Bank",1,1,0,10,0,1,0,561818,0
"a0C00000002oAyv","Aspect - Arvato Direct Services LSW",1,1,0,4,0,1,0,561818,0
"a0C00000002oCqA","L TELECOM",1,1,1,3,0,1,0,175605.3,0
"a0C00000002wcBg","Microstrategy Incorporated LSW",1,1,0,7,1,0,0,430000,0
"a0C00000003N4Hb","Aspect - Bell Tech Colombia LSW",1,1,0,10,0,1,0,561818,0
"a0C00000003Nfoh","Comcast Corporation",1,1,5,4,1,0,0,1232341.83,0
"a0C00000003NgMc","XXXLutz KG Austria",1,1,4,4,0,1,0,211390.74,0
"a0C00000003NgO4","Redbubble LSW",1,1,0,1,0,1,0,40000,0
"a0C00000000DhCT","VH1",0,1,0,1,0,0,0,180032.49,0
"a0C00000000EBQf","Aflac Accounts Community",0,1,0,5,0,0,0,180032.49,0
"a0C00000003MvHz","XL Axiata",1,2,5,24,1,0,0,502700,0
"a0C00000003NCEm","Momentum LSW",1,1,0,1,0,0,1,180032.49,0
"a0C00000003NCx1","Majed AlFuttaim Retail Shifra Carrefour LSW",1,1,0,20,0,1,0,200000,0
"a0C00000003NDq6","ABSA Bank LSW",1,1,0,7,0,1,0,61200,0
"a0C00000003NEcf","Hortonworks",1,1,4,1,0,1,0,113333.33,0
"a0C00000003NFZq","viagogo LSW",0,1,0,1,0,0,1,187289,0
"a0C00000003NPNs","Vodafone Portugal LSW",1,1,0,4,1,0,0,1663816,0
"a0C00000002y1dD","TDC Telmore",1,2,2,13,1,0,0,242568.47,0
"a0C00000002yGeT","Telstra NC Business & Enterprise Dev Community",1,1,4,10,1,0,0,1183333.33,0
"a0C00000002yMIi","Ipsos #94",1,1,4,17,1,0,0,536796,0
"a0C00000003NVkk","Infoblox LSW",1,1,0,1,0,1,0,100000,0
"a0C00000003NVkp","Infoblox Inc.",1,1,2,31,0,1,0,100000,0
"a0C00000003NVl4","Wine Community",0,5,7,3,0,0,0,177437.5,0
"a0C00000002yW0T","T-Mobile Hungary / Magyar Telekom",0,1,3,32,0,1,0,180000,0
"a0C00000003NW6Z","QVC LSW",1,1,6,11,1,0,0,250000,0
"a0C00000002yb2u","Loblaw Companies Limited",1,1,6,13,0,1,0,370170,0
"a0C0000000331AU","Manta Media Inc.",1,1,2,29,0,0,1,90000,0
"a0C0000000331ku","OBI Digital GmbH",1,1,5,5,0,0,1,165203.92,0
"a0C000000033EIp","McKesson Corporation",1,1,6,7,0,0,1,151000,0
"a0C000000033KUu","Google Youtube Music Community",1,1,7,25,1,0,0,1812000,0
"a0C00000003NY11","Sitel Corporation Lenovo Brazil LSW",1,1,0,1,0,1,0,180000,0
"a0C00000003NYU4","Ipsos #107 - Chase",1,1,4,12,1,0,0,536796,0
"a0C00000003MYj6","ORES",0,1,2,4,0,0,1,180032.49,0
"a0C00000003Mbmo","AmBank Berhad",1,1,4,11,0,1,0,117000,0
"a0C00000003Mbnc","Ipsos #96",1,2,4,8,1,0,0,536796,0
"a0C00000003McOX","Loblaw Companies Limited (French)",1,1,6,1,0,1,0,370170,0
"a0C00000003Mpno","Aspect LSW - Zara Home",1,1,1,3,0,1,0,561818,0
"a0C00000003MqTV","Protoculture LLC",0,7,10,5,0,0,1,166790,0
"a0C00000003NnVo","Nextbit",1,1,4,3,0,1,0,100766.67,0
"a0C00000003NnZ1","Sony Europe LSW",0,1,0,1,0,1,0,339346,0
"a0C00000003Nnd7","Swiss Federal Railways - SBB",1,3,3,1,0,1,0,97690.02,0
"a0C00000003MqTa","Protoculture LLC LSW",0,7,0,1,0,0,1,170832.5,0
"a0C00000003MqwM","Aspect - Pet Safe(Radio Systems) LSW",1,1,0,2,0,1,0,561818,0
"a0C00000003Mt2m","CGU Community",1,1,3,5,0,1,0,50000,0
"a0C00000003MuzP","AMC Theatres LSW (new)",1,1,0,36,0,0,1,36000,0
"a0C00000003MuzU","Standard Life",1,1,4,8,0,0,1,309143.54,0
"a0C610000037q5n","Worldguide AG Responsive Dev Instance",1,1,2,1,0,1,0,112780,0
"a0C610000037apt","Logrhythm",1,1,5,1,0,0,0,71250,0
"a0C610000037lzP","OMEA Telecom (SFR-Red Community)",1,1,7,4,1,0,0,194545.51,0
"a0C610000037sHh","Axis Community",1,1,6,1,1,0,0,502700,0
"a0C610000038DtO","Telvista , Inc LSW",1,1,0,2,0,1,0,45000,0
"a0C610000038MrA","Microsoft Corp- Partner Network",1,1,6,0,1,0,0,1269708,0
"a0C610000038Msj","Cisco Systems, Inc.- GBS EE Support",1,1,7,0,1,0,0,771788,0
"a0C610000038ZA6","Samsung Electronics America, Inc.",1,1,8,0,1,0,0,667380,0
"a0C610000038PzU","Unity Technologies Community",1,1,6,0,1,0,0,195666.67,0
"a0C61000003AEWj","matt",1,1,0,0,0,0,0,175605.3,0
"a0C61000002QSPB","Leroy Merlin Italia S.r.l.",1,1,5,0,0,0,0,119400.59,0
"a0C610000037S7p","Groupon LSW",0,1,0,0,0,0,0,177270.72,0
"a0C610000037G90","Virgin Media Ireland LSW",0,1,0,0,0,0,0,177270.72,0
"a0C61000003AbGD","ReachOut Australia",1,1,2,0,0,1,0,48000,0
"a0C6100000375IM","Ultimate Fighting Championship LSW",0,1,0,0,0,0,0,180000,0
"a0C610000039irh","MuleSoft, Inc. LSW",1,1,0,0,0,0,0,10000,0
"a0C610000037MrZ","Scottish Power Ltd",1,1,5,0,1,0,0,609894.68,0
"a0C00000000Dg7h","GameInformer",0,1,0,0,0,0,0,174937.5,0
"a0C00000000Dg8L","Nokia Snap EU",0,1,0,0,0,0,0,177270.72,0
"a0C00000000Djk2","Buffalo Technology VAR",0,1,1,0,0,0,0,180000,0
"a0C00000000DnKt","Gamers.com",0,1,1,0,0,0,0,181567.56,0
"a0C00000000Dg8a","Paciolan",0,1,1,0,0,0,0,183193.42,0
"a0C00000000Dg8k","Ziff Davis",0,1,0,0,0,0,0,183228.59,0
"a0C00000000FqyE","MaxiScale, Inc.",0,1,0,0,0,0,0,184131.88,0
"a0C00000000FsRt","Verizon Newsroom",0,1,2,0,0,1,0,280000,0
"a0C00000000E8vu","AAA Michigan Savings Community",0,1,1,0,0,0,0,185000,0
"a0C00000000DhCo","SCEA - My Resistance (read-only)",0,1,0,0,0,1,0,600728,0
"a0C00000000DkLm","Filemaker Support French",0,1,0,0,0,0,0,185000,0
"a0C00000000DmIm","SanDisk SlotMusic",0,1,1,0,0,1,0,67000,0
"a0C00000000ExzA","Picarro",0,1,3,0,0,0,0,185000,0
"a0C00000002Snyn","eBay #11 Netherlands-NL",1,2,6,0,1,0,0,1854000,0
"a0C00000002hbqm","Aruba Networks LSW",1,1,0,0,0,1,0,287904,0
"a0C00000002TBsL","C3 LSW",0,1,0,0,0,0,0,180032.49,0
"a0C00000002TBsL","C3 LSW",0,1,0,0,0,0,0,180032.49,0
"a0C00000002nCvP","Brocade LSW",1,1,0,0,1,0,0,310860,0
"a0C00000003N7dv","Nutanix LSW",0,1,0,0,1,0,0,164800,0
"a0C00000003N7kP","Videotron LSW",0,1,0,0,0,0,1,175605.3,0
"a0C00000003Nhdc","T-Systems Responsive Beta Program",0,1,9,0,0,1,0,360749.99,0
"a0C00000000Dfyb","Dell Korea",0,1,1,0,0,0,0,177270.72,0
"a0C00000003N7wn","Medion AG LSW",0,1,0,0,0,0,1,167367.73,0
"a0C00000003NiL3","Microsoft Corp (Office 365)",1,1,6,0,1,0,0,1269708,0
"a0C00000003NiL8","Ariba, Inc.",1,1,6,0,1,0,0,549400,0
"a0C00000003NiwI","Fasttelco LSW",0,1,0,0,0,0,0,174875,0
"a0C00000003NjrW","Nuelle, Inc. LSW",0,1,0,0,0,0,0,174937.5,0
"a0C00000000DfzJ","RNT Demo",0,1,0,0,0,0,0,177802.65,0
"a0C00000003Nk6R","Liberty Holdings LSW",0,1,0,0,0,0,0,171121.365,0
"a0C00000003NksE","Banco de Credito del Peru, BCP LSW",1,1,0,0,0,1,0,46066.16,0
"a0C00000000DfzY","TPSA",0,1,0,0,0,0,0,175302.65,0
"a0C00000001x01F","Fox Scout.com #2",0,1,8,0,1,0,0,180000,0
"a0C00000001x01K","Fox Scout.com #3",0,1,8,0,1,0,0,180000,0
"a0C00000001x01P","Fox Scout.com #4",0,1,8,0,1,0,0,180016.245,0
"a0C00000001x01U","Fox Scout.com #5",0,1,8,0,1,0,0,180032.49,0
"a0C00000002oXU8","Canadian Tire Corporation LSW",0,1,0,0,0,1,0,183263.76,0
"a0C00000002oiep","Best Buy Canada LSW",0,1,0,0,0,1,0,305000,0
"a0C00000003Nlva","giffgaff Ltd LSW",1,1,0,0,1,0,0,530311.6,0
"a0C00000003Nm5q","pressrelations GmbH LSW",0,1,0,0,0,0,0,185000,0
"a0C00000003NmCH","Callidus Software LSW",0,1,0,0,0,1,0,215000,0
"a0C00000000i0bt","ArfGuild (placeholder)",1,1,3,0,1,0,0,194210.53,0
"a0C00000003NZlM","SteelBrick LSW",1,1,0,0,0,1,0,95000,0
"a0C00000003NaAD","African Bank LSW",1,1,0,0,0,0,1,194772.755,0
"a0C00000002v2NA","Ancestry.com",0,1,7,0,0,1,0,286666.67,0
"a0C00000000DgE1","Linksys - Portuguese",0,1,0,0,1,0,0,771788,0
"a0C00000002fNMq","Orange France LSW",0,1,0,0,1,0,0,780287.76,0
"a0C00000003NbRZ","Skype Technologies  LSW",1,1,0,0,1,0,0,1253729,0
"a0C00000000DgGK","Univision Blogs",0,2,0,0,1,0,0,240000,0
"a0C00000000DgN1","PayPal - Merchant",0,1,1,0,0,1,0,984917,0
"a0C00000002vVyW","Aspect - Wipro LSW",1,1,0,0,0,1,0,561818,0
"a0C00000002vZFw","Caterpillar LSW",1,1,0,0,0,1,0,123373,0
"a0C00000003MyKH","Twitter LSW",1,1,0,0,0,1,0,70000,0
"a0C00000003NeE1","LiquidCapital LSW",0,1,0,0,0,0,0,194378.02,0
"a0C00000003NeRi","Sane.org LSW",1,1,0,0,0,1,0,44000,0
"a0C00000003NeRn","CBA Commsec LSW",0,1,0,0,1,0,0,776800,0
"a0C00000000DgNa","Symantec - STN",0,5,2,0,0,1,0,74999.96,0
"a0C00000003NedX","Hofer KG",1,1,7,0,0,1,0,162419.93,0
"a0C00000003Neuu","Immigration and Border Protection LSW",1,1,0,0,0,0,0,180032.49,0
"a0C00000003NfMB","Intact Insurance Company LSW",1,1,0,0,0,0,0,175605.3,0
"a0C00000000DgV0","RingCube",0,1,0,0,0,0,0,180016.245,0
"a0C00000002wb7m","DTAC LSW",0,1,0,0,0,0,1,123711.34,0
"a0C00000003Nfgo","Majed AlFuttaim Retail",1,1,6,0,0,1,0,200000,0
"a0C00000003Nfiz","Western Governors University",1,1,6,0,1,0,0,200000,0
"a0C00000000Dfea","Sales Genius",0,1,0,0,0,0,0,170832.5,0
"a0C00000003N56n","NOS Portugal LSW",0,1,0,0,0,0,1,181648.125,0
"a0C00000003N7FR","Super Retail Group LSW",0,1,0,0,0,0,1,180032.49,0
"a0C00000003NgFr","Vodafone Group Global Skin",1,1,8,0,1,0,0,1663816,0
"a0C00000003NgbD","Acer Incorporated LSW",0,1,0,0,1,0,0,428160,0
"a0C00000003NEZE","Tealium, Inc. LSW",1,1,0,0,0,1,0,103562,0
"a0C00000003NKdA","Twitter (Unilever) Dove LSW",1,1,0,0,0,1,0,70000,0
"a0C00000003NWJR","Sanlam Group LSW",0,1,0,0,0,0,0,180000,0
"a0C00000003NWpb","Etisalat Misr LSW",0,1,0,0,0,0,0,180016.245,0
"a0C00000002yaGR","Fairmont Hotels LSW",0,1,0,0,0,0,1,180032.49,0
"a0C00000002yaqO","Rackspace LSW",0,1,0,0,0,0,1,180016.245,0
"a0C00000003NWu6","Melbourne IT Ltd LSW",0,1,0,0,0,1,0,180000,0
"a0C00000003NZDG","Astro Malaysia LSW",1,1,0,0,0,0,0,170832.5,0
