,0,1,label
366,-0.52165226,0.719545443,0
367,-0.451316498,0.159225431,0
372,-0.221456831,0.391357616,0
374,-1.083658951,0.48383714,0
375,0.132650188,-0.068694695,0
376,0.824278805,1.068399339,0
377,-0.900091975,0.525942275,0
379,-0.239588841,1.273534426,0
382,0.380832932,0.484974148,0
384,-0.110204119,0.41687588,0
385,0.035525875,0.63334068,0
387,0.435773933,0.398227547,0
389,-0.009256602,0.236365931,0
390,0.029519663,0.302385528,0
392,0.219669529,0.308919822,0
394,-0.727650271,0.565495584,0
395,-0.654522333,0.088360001,0
396,0.392111233,0.348473131,0
397,-0.668309388,0.633748416,0
400,0.330083856,0.373985196,0
401,-0.212531501,0.316409726,0
403,-0.476517994,0.129189223,0
404,0.118387112,0.625782258,0
406,0.160292027,-0.087191563,0
410,0.068458112,0.31131692,0
411,0.261303627,0.306050955,0
412,0.345616787,0.717641809,0
413,0.157091517,-0.068055964,0
419,-0.202758632,0.283879363,0
420,0.209526518,0.045803404,0
422,0.403236504,0.351024957,0
423,0.842081754,1.089998109,0
426,-1.21607787,1.888677124,0
434,-0.774330237,1.331992597,0
443,0.428869427,0.339693368,0
446,0.531025471,0.415283089,0
451,-0.972406238,0.509355403,0
453,0.478980295,1.555415251,0
455,-0.136007004,0.299190321,0
457,-0.010826196,1.710852079,0
459,-0.568512719,1.379201385,0
462,-0.666297718,0.418301709,0
465,0.445560085,1.033795867,0
469,0.00453823,-0.122917132,0
479,0.065727222,-0.108882087,0
480,-0.206841923,-0.171401833,0
482,0.150852681,-0.086872972,0
483,0.318556795,1.21387922,0
484,0.7154702,1.435974425,0
485,0.346672359,1.316329163,0
486,0.407225442,1.266505603,0
488,0.462156291,1.958710345,0
492,0.257901405,2.003430755,0
493,0.751680412,1.4855941,0
495,0.456495174,1.831499837,0
503,-0.400138933,1.969511299,0
505,-0.75842479,1.006239294,0
507,-0.98821639,1.484113865,0
510,0.117307063,1.014821913,0
511,-0.326305772,1.017842914,0
515,-0.712947003,0.515846711,0
516,-1.056706116,0.765863231,0
522,-0.502847699,0.254938418,0
525,0.396524398,1.171571247,0
529,0.452399514,0.480937371,0
533,-0.274744398,0.739250126,0
535,-0.179195648,1.430403968,0
536,0.57134386,0.908725425,0
537,-1.224039471,2.020723393,0
538,0.066178453,1.232121992,0
539,-0.221280089,1.567396098,0
540,-0.860936417,1.86812948,0
541,-0.860936417,1.86812948,0
542,-1.231442438,2.259770621,0
543,-1.231442438,2.259770621,0
544,-0.111873544,0.16725822,0
545,0.223019419,0.550760072,0
547,0.249923815,1.248449084,0
549,0.39536292,1.890322771,0
550,-0.721870527,1.90002731,0
554,-0.766371611,1.889820004,0
560,0.599755208,1.611732171,0
562,0.071272768,2.263613144,0
566,0.390166396,1.827947064,0
567,0.90522649,1.257714599,0
568,-1.208889705,1.969833336,0
570,-0.045600692,0.539939145,0
571,0.003515168,1.193775452,0
574,-0.515740167,1.817595556,0
584,0.055138405,0.713258707,0
586,-1.351608109,1.47631896,0
587,0.096697734,1.899546569,0
589,0.104985856,1.16985944,0
590,-0.189364968,1.298845167,0
591,0.589791415,0.89042882,0
593,0.42613858,1.038542834,0
594,-0.475055175,0.670670043,0
596,0.906179477,1.170185943,0
598,-1.2039485,1.206988471,0
599,-0.599663432,1.944295225,0
605,0.310660033,0.454127856,0
610,0.841438142,1.043568992,0
611,0.710816997,0.883416721,0
613,-1.513058383,3.196747278,0
614,0.336124807,1.205383836,0
617,0.812101224,0.977230804,0
618,-0.530979351,2.437569391,0
619,0.924048446,1.184219438,0
622,0.964339297,1.22823302,0
626,0.90243236,1.143580264,0
627,0.944108202,1.193788012,0
632,0.603297554,1.592138668,0
638,0.965887314,1.227549752,0
639,-1.335574715,1.243128604,0
642,0.515098528,1.100177679,0
644,-0.527853101,0.924446272,0
653,0.06506377,1.525633354,0
656,0.216940856,1.562953428,0
659,0.653138604,0.928886966,0
661,0.385814662,1.117714125,0
662,0.009236236,2.207160571,0
667,-0.490639847,0.141761406,0
669,0.259756016,1.570290316,0
671,0.400096047,0.587166448,0
676,-0.253331243,-0.077015092,0
679,0.316321613,0.704380237,0
683,-0.140137066,0.295001916,0
689,-0.010780343,0.176407309,0
691,0.703741586,1.314823342,0
708,0.565629494,1.637382988,0
709,0.522845447,1.475911323,0
711,0.342682911,1.410658999,0
716,0.27684306,0.270784916,0
721,0.411957548,0.798412631,0
726,-0.904079972,0.719666238,0
730,-0.552872529,0.275425775,0
740,-0.113756921,1.491786668,0
744,-0.322519765,1.076419168,0
745,-0.566318181,0.305539053,0
747,-0.292070411,0.090527014,0
749,0.326906781,0.282268134,0
753,0.48432957,0.05279413,0
767,0.403080822,0.029190511,0
768,0.796937057,1.033361687,0
770,0.859478451,1.082478921,0
772,0.482732438,1.077851523,0
775,0.169887997,1.343528901,0
782,-0.060124741,0.131401085,0
783,-1.158744473,0.78839012,0
786,-0.251094683,0.328343177,0
787,0.029334985,1.579531002,0
794,-0.678935607,1.486674733,0
795,-0.964161138,0.060119844,0
796,-0.232733977,0.905310164,0
797,0.069180086,0.738681205,0
809,-0.280944241,0.083234975,0
812,0.278761219,0.565748428,0
813,0.536564771,0.756799132,0
818,0.495210645,0.131527685,0
819,-0.729456636,0.672789987,0
821,0.49005439,-0.003018162,0
823,0.288327941,0.591159599,0
825,0.898759578,1.141163179,0
840,0.307523503,1.71618464,0
841,0.906684339,1.162850604,0
845,0.538018768,1.501745078,0
854,-0.168765194,0.2173168,0
856,0.283578981,0.096161232,0
859,-0.287816259,0.664981493,0
862,-0.609712973,1.494694233,0
863,0.05519433,0.344130554,0
865,-1.297177717,1.139886618,0
866,0.322795028,0.442009005,0
868,-0.643946726,1.598258791,0
871,-0.289992514,0.795667077,0
872,-0.61218398,1.501985691,0
873,-0.609104723,0.92154761,0
879,-1.238327415,1.022657491,0
880,0.041731643,0.77534256,0
892,-0.285580542,0.190522623,0
898,-0.944009464,0.795824037,0
899,-0.319559699,0.064267888,0
902,-0.277483287,0.614538012,0
907,-0.103509843,0.41856305,0
910,-0.068637753,0.240283237,0
911,-0.127731788,0.556735966,0
918,0.160070732,0.862095359,0
924,-0.488056019,0.47644209,0
933,-0.819846449,0.18529392,0
945,-0.149136066,0.029021836,0
953,-0.322760209,0.083403486,0
954,-1.049540482,1.016285673,0
961,0.176192448,0.091224541,0
973,0.101669089,-0.084826685,0
987,-0.024908699,0.567902143,0
994,-0.020464318,0.567696762,0
