,0,1,label
15,-0.615403086,2.136857277,0
16,0.856205083,1.202672681,0
23,-0.37130769,1.371717522,0
29,-0.002245428,0.971939962,0
41,0.651100847,0.794299044,0
48,-0.593510086,-0.175087247,0
51,0.257442573,0.010687445,0
54,-1.573338445,0.976669332,0
55,0.628335446,0.664355322,0
57,-0.655902421,0.288976144,0
61,0.669314304,1.268761925,0
63,0.706199516,0.974429531,0
70,0.40309141,1.914550665,0
73,-0.042067501,0.438381005,0
84,0.465690889,0.53162976,0
85,0.027197918,1.464129756,0
86,-0.609940234,0.940389764,0
91,0.033457804,0.413656201,0
101,0.317523637,1.339402558,0
102,-0.324686301,0.513461372,0
111,0.205116483,0.669755314,0
113,-0.475791429,0.436123057,0
114,0.125630646,1.134097995,0
117,0.404395608,0.597330129,0
120,0.064651451,0.662092725,0
121,0.549662385,0.644819413,0
125,0.011828535,-0.065694186,0
127,0.313553107,0.817238658,0
128,0.400963171,1.358541256,0
129,-0.246858897,0.798923016,0
132,0.554693059,0.552044371,0
135,-0.288562943,-0.216558136,0
140,0.744936714,1.474112431,0
143,-0.234259094,0.949492256,0
144,-0.256509637,0.944388604,0
147,-0.430926171,0.966548308,0
149,0.332039601,0.527666642,0
154,-0.167507467,0.964803215,0
156,0.23491471,1.094611397,0
158,0.270850609,0.513631596,0
162,-0.372046596,0.676283246,0
163,-0.437419735,1.046089106,0
165,-2.342031483,4.135700085,0
166,-1.360050943,0.516474833,0
167,-0.433065005,2.152674734,0
169,0.022720882,1.53984915,0
170,-0.656427744,0.615846656,0
171,-0.040612811,1.437736609,0
172,-0.267898569,0.476637699,0
174,0.432352126,1.366650067,0
175,0.591880939,0.461529905,0
178,0.042537439,0.764683472,0
179,0.116318242,0.645329114,0
180,-0.840392859,1.01615868,0
181,-0.106318475,0.97883826,0
183,-1.478666388,3.407904795,0
185,0.322112325,0.803390562,0
186,-0.743877712,0.040368601,0
189,0.462208622,0.019490295,0
190,-0.377465356,0.453989852,0
193,0.386726716,1.419094985,0
194,-0.084067933,0.983941912,0
195,-0.103622827,0.967038,0
196,0.117718689,0.794346516,0
201,-0.089630569,0.982665999,0
203,0.563307637,1.544801337,0
204,0.538018768,1.501745078,0
205,-0.078505297,0.985217826,0
207,-0.33048627,1.001655128,0
208,-0.33048627,1.001655128,0
209,-0.33048627,1.001655128,0
210,-0.33048627,1.001655128,0
211,0.191572627,1.999877982,0
221,-1.092478022,0.870824978,0
223,0.519683245,1.216399151,0
224,-0.180973581,1.314451666,0
227,-0.323261264,0.929077645,0
228,0.263143958,0.065727814,0
233,0.122516711,0.506928791,0
236,-1.179542293,0.963204409,0
241,-0.084067933,0.983941912,0
242,-1.459312851,2.100776996,0
244,-0.977709585,0.681066595,0
248,0.686638144,1.362300898,0
249,0.198691593,2.032224495,0
250,-0.336472218,0.865579157,0
251,0.106781791,0.415572395,0
252,-1.375370671,0.438347743,0
259,0.181180016,0.661781244,0
260,-1.090186601,0.508830202,0
265,-0.664579306,1.061452823,0
274,-0.084067933,0.983941912,0
278,0.42156303,1.792773758,0
280,0.59028243,1.590728013,0
281,0.564993561,1.547671754,0
283,0.594762484,1.707732765,0
284,0.104030217,0.796500807,0
290,0.793297577,1.214655241,0
295,-0.475590817,1.117569923,0
297,-0.001674519,0.208300489,0
298,-0.084248204,0.395508595,0
300,0.120857871,-0.006822978,0
305,-0.303829342,0.782835563,0
307,0.579420199,0.691965881,0
310,0.156757994,-0.035844192,0
313,0.590383286,0.751605912,0
316,0.589030884,0.716523723,0
318,0.08734596,0.392644377,0
319,0.220876678,0.669160207,0
320,-0.544724255,1.022058892,0
322,-0.036041747,0.379244964,0
323,0.551264343,0.635833449,0
325,-0.223522052,0.01087578,0
327,0.155576931,-0.046049948,0
328,0.185580896,-0.044135304,0
329,0.167883265,-0.033292366,0
332,0.584640157,0.643488928,0
333,0.463949253,0.995740786,0
334,0.053211399,1.37049918,0
335,0.431592318,1.055379268,0
337,0.744640806,0.973266774,0
339,0.51047894,1.058571375,0
340,0.498172606,1.045813793,0
341,0.508793015,1.055700958,0
343,0.492105109,1.051873218,0
347,0.746695495,1.375924686,0
352,0.732027036,1.342755592,0
354,0.962987738,1.243361601,0
355,-1.036824202,1.129478024,0
356,0.60319861,1.3431622,0
359,-0.593333342,0.102395046,0
361,-0.759185754,0.317516964,0
363,-1.462191744,1.315461426,0
364,-0.145826542,0.113644755,0
